,city,country,population,year
2179,Khabarovsk,Russia,593636.0,2013
2133,Irkutsk,Russia,593604.0,2002
6698,New Orleans,United States,593471.0,1970
5772,Acapulco,Mexico,592528.0,1995
2165,Vladivostok,Russia,592034.0,2010
7368,Santiago,Dominican Republic,591985.0,2010
1687,Yaroslavl,Russia,591486.0,2010
8876,Tripoli,Libya,591062.0,1984
7716,Lomas de Zamora,Argentina,590677.0,2001
4490,Bareilly,India,590661.0,1991
3385,Glasgow,United Kingdom,590507.0,2011
2754,Sakarya,Turkey,590498.0,2012
6730,Boston,United States,590355.0,2000
2360,Rotterdam,Netherlands,590131.0,2010
6010,Reynosa,Mexico,589466.0,2010
3137,Chişinău,Moldova,589445.0,2004
1316,Poznań,Poland,589000.0,1990
692,Dortmund,Germany,588994.0,2000
9195,Mbombela,South Africa,588794.0,2011
4066,Karaj,Iran,588287.0,1994
2134,Irkutsk,Russia,587891.0,2010
5584,Colombo,Sri Lanka,587647.0,1981
8017,Uberlândia,Brazil,587266.0,2010
7451,Kingston,Jamaica,586930.0,1982
5422,Cheongju,South Korea,586700.0,2000
5947,San Luis Potosí,Mexico,586585.0,1995
681,Düsseldorf,Germany,586291.0,2011
905,Génova,Italy,586180.0,2011
4375,Srinagar,India,586038.0,1991
583,Stuttgart,Germany,585890.0,2011
7547,Cúcuta,Colombia,585543.0,2005
4952,Pekanbaru,Indonesia,585440.0,2000
5478,Dubai,United Arab Emirates,585189.0,1989
7288,Panamá City,Panama,584803.0,1990
4353,Gauhati,India,584342.0,1991
690,Dortmund,Germany,584089.0,1987
6824,Las Vegas,United States,584044.0,2010
6975,Portland,United States,583786.0,2010
2928,Helsinki,Finland,583350.0,2009
7829,Maceió,Brazil,583343.0,1991
3848,Orumiyeh,Iran,583255.0,2006
2177,Khabarovsk,Russia,583072.0,2002
4386,Kochi,India,582588.0,1991
4769,Chongjin,North Korea,582480.0,1993
582,Stuttgart,Germany,582443.0,2000
4201,Dushanbe,Tajikistan,582400.0,1998
2103,Tyumen,Russia,581907.0,2010
8436,Sorocaba,Brazil,580655.0,2010
5460,Anyang,South Korea,580544.0,2000
5211,Hachioji,Japan,580053.0,2010
6966,Oklahoma City,United States,580005.0,2010
8945,Salé,Morocco,579850.0,1994
3953,Ahvaz,Iran,579826.0,1986
1317,Poznań,Poland,578886.0,2002
679,Düsseldorf,Germany,578135.0,1992
6089,Vancouver,Canada,578041.0,2006
5023,Serang,Indonesia,577785.0,2010
2178,Khabarovsk,Russia,577441.0,2010
7641,Gold Coast,Australia,576747.0,2011
1930,Makhachkala,Russia,576194.0,2013
2713,Konya,Turkey,576000.0,1994
5800,Tlaquepaque,Mexico,575942.0,2010
3384,Glasgow,United Kingdom,575132.0,2001
7715,Lomas de Zamora,Argentina,574330.0,1991
6729,Boston,United States,574283.0,1990
6943,Cleveland,United States,573822.0,1980
4703,Karaganda,Kazakhstan,573700.0,1995
4421,Aurangabad,India,573272.0,1991
7215,Washington,United States,572086.0,2000
1929,Makhachkala,Russia,572076.0,2010
3515,Mudanjiang,China,571705.0,1990
8620,Aracaju,Brazil,571149.0,2010
693,Dortmund,Germany,571143.0,2011
1318,Poznań,Poland,570828.0,2005
4926,Bur Sa'id,Egypt,570768.0,2006
5488,Aden,Yemen,570551.0,2004
6696,New Orleans,United States,570445.0,1950
5190,Funabashi,Japan,569835.0,2005
4607,Haiphong,Vietnam,569771.0,1999
3668,Jinzhou,China,569518.0,1990
680,Düsseldorf,Germany,569364.0,2000
5553,Valenzuela,Philippines,568928.0,2007
2927,Helsinki,Finland,568531.0,2007
8161,Jaboatão,Brazil,568474.0,2000
8421,Osasco,Brazil,568225.0,1991
4023,Zahedan,Iran,567449.0,2006
7054,El Paso,United States,566896.0,2000
4099,Peshawar,Pakistan,566248.0,1981
4547,Ipoh,Malaysia,566211.0,2000
689,Essen,Germany,566201.0,2011
1126,Vilnius,Lithuania,566000.0,1987
2076,Novokuznetsk,Russia,565680.0,2002
4093,Quetta,Pakistan,565137.0,1998
6938,Columbus,United States,565021.0,1980
678,Düsseldorf,Germany,563531.0,1987
5414,Jeonju,South Korea,563406.0,1995
7176,Seattle,United States,563204.0,2000
4568,Klang,Malaysia,563173.0,2000
5457,Ansan,South Korea,562920.0,2000
5718,Saltillo,Mexico,562587.0,2000
4202,Dushanbe,Tajikistan,561900.0,2000
279,Málaga,Spain,561435.0,2011
4024,Zahedan,Iran,560725.0,2011
3865,Kermanshah,Iran,560514.0,1986
5210,Hachioji,Japan,560012.0,2005
3157,Lisboa,Portugal,559248.0,2001
8919,Nouakchott,Mauritania,558195.0,2000
6699,New Orleans,United States,557927.0,1980
5183,Kawaguchi,Japan,557710.0,2012
5048,Balikpapan,Indonesia,557579.0,2010
3906,Rasht,Iran,557366.0,2006
8191,Teresina,Brazil,556911.0,1991
6881,Albuquerque,United States,556495.0,2013
1908,Orenburg,Russia,556127.0,2013
1319,Poznań,Poland,556022.0,2009
8413,São Bernardo do Campo,Brazil,555495.0,1991
5037,Pontianak,Indonesia,554764.0,2010
633,Bremen,Germany,554377.0,1992
6685,Louisville,United States,553979.0,2000
5525,Cagayan De Oro,Philippines,553966.0,2007
5212,Hachioji,Japan,553914.0,2012
1127,Vilnius,Lithuania,553904.0,2001
6496,Denver,United States,553805.0,2000
7710,La Plata,Argentina,553002.0,2001
9188,Msunduzi,South Africa,552837.0,2001
5555,Parañaque,Philippines,552660.0,2007
1320,Poznań,Poland,552393.0,2012
3218,Liverpool,United Kingdom,552267.0,2011
5474,Abu Dhabi,United Arab Emirates,552000.0,2003
580,Stuttgart,Germany,551904.0,1987
3681,Xining,China,551776.0,1990
5189,Funabashi,Japan,550074.0,2000
5858,Morelia,Mexico,549996.0,2000
5673,Mexicali,Mexico,549873.0,2000
2162,Vladivostok,Russia,549789.0,1979
2131,Irkutsk,Russia,549787.0,1979
1906,Orenburg,Russia,549361.0,2002
8096,João Pessoa,Brazil,549270.0,1996
2078,Novokuznetsk,Russia,549182.0,2013
2851,København,Denmark,549050.0,2012
5724,Torreón,Mexico,548723.0,2005
1895,Izhevsk,Russia,548721.0,1979
1907,Orenburg,Russia,548331.0,2010
7610,Port-of-Spain,Trinidad and Tobago,548299.0,2000
7579,Ibagué,Colombia,548209.0,2014
2097,Tomsk,Russia,547989.0,2013
2077,Novokuznetsk,Russia,547904.0,2010
2758,Samsun,Turkey,547778.0,2012
2332,Utrecht,Netherlands,547070.0,1995
1905,Orenburg,Russia,546501.0,1989
6880,Albuquerque,United States,546364.0,2010
2618,Diyarbakir,Turkey,545983.0,2000
5973,Hermosillo,Mexico,545928.0,2000
6088,Vancouver,Canada,545671.0,2001
7027,Nashville-Davidson,United States,545659.0,2000
8748,Ciudad Guayana,Venezuela,545569.0,1992
4616,Da Nang,Vietnam,543637.0,1999
4070,Qom,Iran,543139.0,1986
7064,Fort Worth,United States,543044.0,2000
635,Bremen,Germany,542707.0,2011
1803,Penza,Russia,542612.0,1989
774,Dresden,Germany,542252.0,1987
9248,Bouaké,Cote dIvoire,542082.0,2014
5799,Tlaquepaque,Mexico,542051.0,2005
7718,Mar del Plata,Argentina,541857.0,2001
2074,Novokuznetsk,Russia,541356.0,1979
4995,Cimahi,Indonesia,541177.0,2010
6538,Jacksonville,United States,540920.0,1980
6913,Charlotte,United States,540828.0,2000
5958,Culiacán,Mexico,540823.0,2000
7977,Cuiabá,Brazil,540814.0,2010
5140,Hims,Syria,540133.0,1994
2073,Kemerovo,Russia,540095.0,2013
7617,Newcastle,Australia,540002.0,2011
1676,Tula,Russia,539980.0,1989
634,Bremen,Germany,539403.0,2000
695,Duisburg,Germany,539094.0,1992
4119,Multan,Pakistan,538949.0,1972
1129,Vilnius,Lithuania,538747.0,2013
3216,Liverpool,United Kingdom,538386.0,1991
9419,Libreville,Gabon,538195.0,2003
2658,Mersin,Turkey,537842.0,2000
5667,Aguascalientes,Mexico,537523.0,1995
4451,Kota,India,537371.0,1991
5700,Tuxtla Gutiérrez,Mexico,537102.0,2010
9082,Cotonou,Benin,536827.0,1992
5933,Querétaro,Mexico,536463.0,2000
2691,Kayseri,Turkey,536392.0,2000
5305,Himeji,Japan,536270.0,2010
5304,Himeji,Japan,536232.0,2005
5209,Hachioji,Japan,536046.0,2000
3361,Bristol,United Kingdom,535907.0,2011
1128,Vilnius,Lithuania,535631.0,2011
5896,Guadalupe,Mexico,535332.0,1990
3932,Kerman,Iran,534441.0,2011
5306,Himeji,Japan,533832.0,2012
632,Bremen,Germany,533455.0,1987
8000,Contagem,Brazil,533330.0,2000
2056,Barnaul,Russia,533263.0,1979
4891,Shubra al Khimah,Egypt,533000.0,1986
2072,Kemerovo,Russia,532981.0,2010
4323,Mandalay,Myanmar,532949.0,1983
8427,São José dos Campos,Brazil,532717.0,2000
5029,Denpasar,Indonesia,532440.0,2000
5557,Las Piñas,Philippines,532330.0,2007
9124,Ilorin,Nigeria,532089.0,1991
4576,Vientiane,Laos,532000.0,1995
4958,Jambi,Indonesia,531857.0,2010
277,Málaga,Spain,531443.0,1994
5421,Cheongju,South Korea,531195.0,1995
9412,N'Djamena,Chad,530965.0,1993
2071,Kemerovo,Russia,529934.0,2002
5532,General Santos,Philippines,529542.0,2007
2943,Oslo,Norway,529454.0,2005
4096,Islamabad,Pakistan,529180.0,1998
3499,Zhangjiakou,China,529136.0,1990
6974,Portland,United States,529122.0,2000
2399,Sarajevo,Bosnia and Herzegovina,529021.0,1991
8160,Jaboatão,Brazil,528973.0,1996
2850,København,Denmark,528208.0,2010
276,Málaga,Spain,528079.0,1991
1664,Ryazan,Russia,527905.0,2013
2175,Khabarovsk,Russia,527848.0,1979
7565,Bucaramanga,Colombia,527451.0,2014
1788,Astrakhan,Russia,527345.0,2013
5663,Villa Nueva,Guatemala,527174.0,2012
5939,Cancún,Mexico,526701.0,2005
2762,Şanlıurfa,Turkey,526247.0,2012
6251,Tucson,United States,526116.0,2013
3001,Göteborg,Sweden,526089.0,2012
9172,Tshwane,South Africa,526000.0,1991
7788,San Miguel de Tucumán,Argentina,525853.0,2001
3912,Hamedan,Iran,525794.0,2011
2615,Denizli,Turkey,525497.0,2012
3120,Dublin,Ireland,525383.0,2011
694,Duisburg,Germany,525378.0,1987
1663,Ryazan,Russia,524927.0,2010
2096,Tomsk,Russia,524669.0,2010
8696,Chiclayo,Peru,524442.0,2007
278,Málaga,Spain,524414.0,2001
5824,Chimalhuacán,Mexico,524223.0,2005
1662,Ryazan,Russia,524104.0,2002
1414,Mykolaïv,Ukraine,524000.0,1989
6162,Brampton,Canada,523911.0,2011
3217,Liverpool,United Kingdom,523783.0,2001
3669,Dandong,China,523699.0,1990
661,Hannover,Germany,523627.0,1992
6064,Mérida,Mexico,523422.0,1990
6120,Ottawa,Canada,523291.0,1991
2657,Mersin,Turkey,523000.0,1994
3516,Hegang,China,522747.0,1990
5041,Bandjarmasin,Indonesia,521999.0,2000
9187,Msunduzi,South Africa,521805.0,1996
5115,At Taif,Saudi Arabia,521273.0,2004
8774,Petare,Venezuela,520982.0,2000
6250,Tucson,United States,520570.0,2010
1787,Astrakhan,Russia,520339.0,2010
2070,Kemerovo,Russia,520263.0,1989
1368,Mariupol´,Ukraine,520000.0,1990
4768,Chongjin,North Korea,520000.0,1987
6138,Hamilton,Canada,519949.0,2011
1806,Penza,Russia,519900.0,2013
1775,Naberezhnye Tchelny,Russia,519025.0,2013
5483,Al Sharjah,United Arab Emirates,519000.0,2003
1367,Mariupol´,Ukraine,519000.0,1989
8659,Asunción,Paraguay,518792.0,2008
7720,Quilmes,Argentina,518723.0,2001
5745,Durango,Mexico,518709.0,2010
7986,Campo Grande,Brazil,518687.0,1991
3240,Sheffield,United Kingdom,518090.0,2011
1804,Penza,Russia,518025.0,2002
1805,Penza,Russia,517311.0,2010
5344,Matsuyama,Japan,517231.0,2010
3360,Bristol,United Kingdom,516997.0,2001
7815,Cochabamba,Bolivia,516683.0,2001
6194,Quebec,Canada,516622.0,2011
7175,Seattle,United States,516259.0,1990
5706,Chihuahua,Mexico,516153.0,1990
7421,San Pedro Sula,Honduras,515458.0,2001
5771,Acapulco,Mexico,515374.0,1990
7053,El Paso,United States,515342.0,1990
3931,Kerman,Iran,515114.0,2006
5290,Higashiosaka,Japan,515094.0,2000
662,Hannover,Germany,515001.0,2000
74,Skopje,Macedonia,514967.0,2011
5343,Matsuyama,Japan,514937.0,2005
696,Duisburg,Germany,514915.0,2000
5345,Matsuyama,Japan,514781.0,2012
1661,Ryazan,Russia,514638.0,1989
1416,Mykolaïv,Ukraine,514136.0,2001
1675,Tula,Russia,514008.0,1979
5291,Higashiosaka,Japan,513821.0,2005
2712,Konya,Turkey,513346.0,1990
1774,Naberezhnye Tchelny,Russia,513193.0,2010
9012,Benguela,Angola,513000.0,2006
7717,Mar del Plata,Argentina,512880.0,1991
777,Dresden,Germany,512354.0,2011
5857,Morelia,Mexico,512169.0,1995
8658,Asunción,Paraguay,512112.0,2002
5173,Utsunomiya,Japan,511739.0,2010
7719,Quilmes,Argentina,511234.0,1991
5520,Zamboanga,Philippines,511000.0,1995
4935,As Suways,Egypt,510935.0,2006
7026,Nashville-Davidson,United States,510784.0,1990
3196,Manchester,United Kingdom,510746.0,2011
2102,Tyumen,Russia,510719.0,2002
7852,Feira de Santana,Brazil,510635.0,2010
4504,Chandigarh,India,510565.0,1991
5544,Makati,Philippines,510383.0,2007
8021,Juiz de Fora,Brazil,510378.0,2010
9145,Jos,Nigeria,510300.0,1991
5717,Saltillo,Mexico,510131.0,1995
6312,Fresno,United States,509924.0,2013
7564,Bucaramanga,Colombia,509918.0,2005
1773,Naberezhnye Tchelny,Russia,509870.0,2002
2357,Den Haag,Netherlands,509623.0,2014
5292,Higashiosaka,Japan,509533.0,2010
4444,Jalandhar,India,509510.0,1991
8693,Trujillo,Peru,509312.0,1993
1785,Astrakhan,Russia,509210.0,1989
1752,Lipetsk,Russia,509098.0,2013
4237,Samarqand,Uzbekistan,509000.0,2014
1751,Lipetsk,Russia,508887.0,2010
5174,Utsunomiya,Japan,508635.0,2012
9197,Polokwane,South Africa,508277.0,2001
5342,Matsuyama,Japan,508266.0,2000
1415,Mykolaïv,Ukraine,508000.0,1990
6009,Reynosa,Mexico,507998.0,2005
2252,Antwerpen,Belgium,507911.0,2013
3534,Kaifeng,China,507763.0,1990
3000,Göteborg,Sweden,507330.0,2009
73,Skopje,Macedonia,506926.0,2002
663,Hannover,Germany,506416.0,2011
3119,Dublin,Ireland,506211.0,2006
1750,Lipetsk,Russia,506114.0,2002
6944,Cleveland,United States,505616.0,1990
4491,Gorakhpur,India,505566.0,1991
6965,Oklahoma City,United States,505530.0,2000
5957,Culiacán,Mexico,505518.0,1995
5546,Pasig,Philippines,505058.0,2000
5672,Mexicali,Mexico,505016.0,1995
6137,Hamilton,Canada,504559.0,2006
1786,Astrakhan,Russia,504501.0,2002
4999,Surakarta,Indonesia,504176.0,1990
5972,Hermosillo,Mexico,504009.0,1995
781,Leipzig,Germany,502979.0,2011
5723,Torreón,Mexico,502964.0,2000
8431,Ribeirão Preto,Brazil,502760.0,2000
5172,Utsunomiya,Japan,502396.0,2005
9573,Blantyre,Malawi,502053.0,1998
1812,Tolyatti,Russia,502036.0,1979
2094,Tomsk,Russia,501963.0,1989
1678,Tula,Russia,501169.0,2010
1407,Luhans´k,Ukraine,501000.0,1990
5182,Kawaguchi,Japan,500598.0,2010
1772,Naberezhnye Tchelny,Russia,500309.0,1989
609,Nürnberg,Germany,500198.0,1992
9093,Aba,Nigeria,500183.0,1991
7520,Soacha,Colombia,500097.0,2014
5512,Bacolod,Philippines,499497.0,2007
5001,Surakarta,Indonesia,499337.0,2010
2849,København,Denmark,499148.0,2001
8362,Joinville,Brazil,497850.0,2010
8095,João Pessoa,Brazil,497600.0,1991
2572,Antalya,Turkey,497200.0,1994
9308,Bujumbura,Burundi,497166.0,2008
8958,Tanger,Morocco,497147.0,1994
1417,Mykolaïv,Ukraine,497032.0,2012
1406,Luhans´k,Ukraine,497000.0,1989
6700,New Orleans,United States,496938.0,1990
5903,San Nicolás de los Garzas,Mexico,496879.0,2000
779,Leipzig,Germany,496647.0,1992
6311,Fresno,United States,496093.0,2010
3359,Bristol,United Kingdom,496044.0,1991
3118,Dublin,Ireland,495781.0,2002
7578,Ibagué,Colombia,495246.0,2005
660,Hannover,Germany,494864.0,1987
7174,Seattle,United States,493846.0,1980
1679,Tula,Russia,493813.0,2013
2251,Antwerpen,Belgium,493643.0,2010
8118,Londrina,Brazil,493520.0,2010
3517,Jiamusi,China,493409.0,1990
780,Leipzig,Germany,493208.0,2000
6494,Denver,United States,492686.0,1980
3670,Liaoyang,China,492559.0,1990
7616,Newcastle,Australia,492549.0,2001
1369,Mariupol´,Ukraine,492176.0,2001
239,Lyon,France,491268.0,2011
7999,Contagem,Brazil,491268.0,1996
8654,Puente Alto,Chile,491222.0,2002
6193,Quebec,Canada,491142.0,2006
4326,Bago,Myanmar,491130.0,2014
5699,Tuxtla Gutiérrez,Mexico,490455.0,2005
6136,Hamilton,Canada,490268.0,2001
9091,Bobo Dioulasso,Burkina Faso,489967.0,2006
5000,Surakarta,Indonesia,489900.0,2000
2356,Den Haag,Netherlands,489375.0,2010
5810,Toluca,Mexico,489333.0,2010
5946,San Luis Potosí,Mexico,489238.0,1990
5815,Ciudad López Mateos,Mexico,489160.0,2010
8016,Uberlândia,Brazil,488982.0,2000
697,Duisburg,Germany,488468.0,2011
610,Nürnberg,Germany,488400.0,2000
5902,San Nicolás de los Garzas,Mexico,487924.0,1995
2095,Tomsk,Russia,487838.0,2002
8217,Niterói,Brazil,487562.0,2010
2926,Helsinki,Finland,487428.0,1987
3573,Hengyang,China,487148.0,1990
8435,Sorocaba,Brazil,486726.0,2000
611,Nürnberg,Germany,486314.0,2011
5293,Higashiosaka,Japan,486260.0,2012
4044,Yazd,Iran,486152.0,2011
5093,Erbil,Iraq,485968.0,1987
8426,São José dos Campos,Brazil,485780.0,1996
5552,Valenzuela,Philippines,485433.0,2000
6249,Tucson,United States,484997.0,2000
6701,New Orleans,United States,484692.0,2000
4707,Karaganda,Kazakhstan,484596.0,2014
5840,Cuautitlán Izcalli,Mexico,484573.0,2010
5195,Matsudo,Japan,484457.0,2010
3995,Arak,Iran,484212.0,2011
5542,Makati,Philippines,484000.0,1995
5660,Mixco,Guatemala,483705.0,2012
1716,Kirov,Russia,483176.0,2013
3500,Baoding,China,483155.0,1990
1802,Penza,Russia,482916.0,1979
2637,Eskisehir,Turkey,482793.0,2000
1112,Gomel,Belarus,482652.0,2009
5309,Nishinomiya,Japan,482640.0,2010
4054,Ardebil,Iran,482632.0,2011
5823,Chimalhuacán,Mexico,482530.0,2000
3643,Hunjiang,China,482043.0,1990
4591,Nonthaburi,Thailand,481900.0,1999
775,Dresden,Germany,481676.0,1992
5722,Torreón,Mexico,481493.0,1995
8875,Tripoli,Libya,481295.0,1973
1677,Tula,Russia,481216.0,2002
1560,Ivanovo,Russia,481042.0,1989
238,Lyon,France,480778.0,2006
4492,Aligarh,India,480520.0,1991
5181,Kawaguchi,Japan,480079.0,2005
6823,Las Vegas,United States,480042.0,2000
4319,Sylhet,Bangladesh,479837.0,2011
3911,Hamedan,Iran,479640.0,2006
4817,Ulaanbaatar,Mongolia,479500.0,1987
7546,Cúcuta,Colombia,479309.0,1995
8847,Constantine,Algeria,479122.0,1998
4522,Jamshedpur,India,478950.0,1991
5303,Himeji,Japan,478309.0,2000
2853,Tallinn,Estonia,478000.0,1987
5839,Cuautitlán Izcalli,Mexico,477872.0,2005
776,Dresden,Germany,477807.0,2000
6945,Cleveland,United States,477450.0,2000
5196,Matsudo,Japan,476896.0,2012
2101,Tyumen,Russia,476869.0,1989
5904,San Nicolás de los Garzas,Mexico,476761.0,2005
9194,Mbombela,South Africa,476593.0,2001
7976,Cuiabá,Brazil,476532.0,2000
5326,Kurashiki,Japan,476444.0,2012
7536,Santa Marta,Colombia,476385.0,2014
4292,Tongi,Bangladesh,476349.0,2011
6192,Quebec,Canada,476330.0,2001
4231,Namangan,Uzbekistan,475700.0,2014
5325,Kurashiki,Japan,475513.0,2010
1111,Gomel,Belarus,475500.0,1999
9001,Luanda,Angola,475328.0,1970
9446,Djibouti,Djibouti,475322.0,2009
4706,Karaganda,Kazakhstan,475267.0,2012
2999,Göteborg,Sweden,474921.0,2002
9357,Mwanza,Tanzania,474679.0,2002
3228,Leeds,United Kingdom,474632.0,2011
5368,Oita,Japan,474094.0,2010
5199,Ichikawa,Japan,473919.0,2010
7539,Villavicencio,Colombia,473766.0,2014
3535,Xinxiang,China,473762.0,1990
1715,Kirov,Russia,473695.0,2010
5369,Oita,Japan,472942.0,2012
5556,Las Piñas,Philippines,472780.0,2000
4308,Rajshahi,Bangladesh,472775.0,2008
5310,Nishinomiya,Japan,472650.0,2012
5194,Matsudo,Japan,472579.0,2005
4925,Bur Sa'id,Egypt,472454.0,1996
5036,Pontianak,Indonesia,472220.0,2000
5814,Ciudad López Mateos,Mexico,471904.0,2005
6087,Vancouver,Canada,471844.0,1991
9592,Nampula,Mozambique,471717.0,2007
4350,Guntur,India,471051.0,1991
5545,Pasig,Philippines,471000.0,1995
608,Nürnberg,Germany,470943.0,1987
5505,Antipolo,Philippines,470866.0,2000
8081,Ananindeua,Brazil,470819.0,2010
7787,San Miguel de Tucumán,Argentina,470809.0,1991
2069,Kemerovo,Russia,470640.0,1979
2248,Antwerpen,Belgium,470349.0,1990
9542,Freetown,Sierra Leone,469776.0,1985
9252,Kumasi,Ghana,469628.0,1984
5932,Querétaro,Mexico,469542.0,1995
5324,Kurashiki,Japan,469377.0,2005
8224,Belford Roxo,Brazil,469332.0,2010
8954,Meknès,Morocco,469169.0,2004
3239,Sheffield,United Kingdom,469127.0,2001
2355,Den Haag,Netherlands,469059.0,2004
4841,Yerushalayim,Israel,468900.0,1987
7721,Lanús,Argentina,468561.0,1991
6099,Surrey,Canada,468251.0,2011
1519,Murmansk,Russia,468039.0,1989
5138,Hamah,Syria,467807.0,2004
5809,Toluca,Mexico,467712.0,2005
6495,Denver,United States,467610.0,1990
5813,Ciudad López Mateos,Mexico,467544.0,2000
7555,Pereira,Colombia,467185.0,2014
9063,Kitwe,Zambia,467084.0,2000
5198,Ichikawa,Japan,466608.0,2005
6316,Sacramento,United States,466488.0,2010
5044,Samarinda,Indonesia,466350.0,2000
5311,Amagasaki,Japan,466187.0,2000
5335,Fukuyama,Japan,465645.0,2012
7058,Austin,United States,465622.0,1990
5308,Nishinomiya,Japan,465337.0,2005
9486,Mombasa,Kenya,465000.0,1989
1229,Gdańsk,Poland,465000.0,1990
1707,Cheboksary,Russia,464940.0,2013
5193,Matsudo,Japan,464841.0,2000
1559,Ivanovo,Russia,464526.0,1979
1370,Mariupol´,Ukraine,464457.0,2012
1838,Ulyanovsk,Russia,463964.0,1979
5744,Durango,Mexico,463830.0,2005
7615,Newcastle,Australia,463400.0,1996
6155,Mississauga,Canada,463388.0,1991
4318,Sylhet,Bangladesh,463198.0,2008
9180,Tembisa,South Africa,463109.0,2011
1408,Luhans´k,Ukraine,463097.0,2001
7771,Salta,Argentina,462668.0,2001
5312,Amagasaki,Japan,462647.0,2005
1928,Makhachkala,Russia,462412.0,2002
5248,Kanazawa,Japan,462361.0,2010
5367,Oita,Japan,462317.0,2005
6307,Long Beach,United States,462257.0,2010
5524,Cagayan De Oro,Philippines,461877.0,2000
9246,Bouaké,Cote dIvoire,461618.0,1998
8619,Aracaju,Brazil,461534.0,2000
6306,Long Beach,United States,461412.0,2000
5334,Fukuyama,Japan,461357.0,2010
1230,Gdańsk,Poland,461334.0,2002
2942,Oslo,Norway,461190.0,1990
1784,Astrakhan,Russia,461003.0,1979
5323,Kurashiki,Japan,460869.0,2000
1233,Gdańsk,Poland,460354.0,2012
5180,Kawaguchi,Japan,460027.0,2000
6789,Kansas City,United States,459787.0,2010
4705,Karaganda,Kazakhstan,459778.0,2009
8216,Niterói,Brazil,459451.0,2000
3383,Edinburgh,United Kingdom,459366.0,2011
5333,Fukuyama,Japan,459087.0,2005
2249,Antwerpen,Belgium,459072.0,1995
1231,Gdańsk,Poland,459072.0,2005
8740,Maracay,Venezuela,459007.0,2000
5490,Ta'izz,Yemen,458933.0,2004
1904,Orenburg,Russia,458747.0,1979
5200,Ichikawa,Japan,458679.0,2012
5798,Tlaquepaque,Mexico,458674.0,2000
8228,São João de Meriti,Brazil,458673.0,2010
9548,Kampala,Uganda,458503.0,1980
4127,Sargodha,Pakistan,458440.0,1998
9388,Douala,Cameroon,458426.0,1976
3238,Sheffield,United Kingdom,457805.0,1991
3553,Huangshi,China,457601.0,1990
1714,Kirov,Russia,457578.0,2002
5358,Nagasaki,Japan,457486.0,2000
5314,Amagasaki,Japan,457216.0,2012
4387,Kozhikode,India,456618.0,1991
5246,Kanazawa,Japan,456438.0,2000
1232,Gdańsk,Poland,455830.0,2009
7485,Soledad,Colombia,455796.0,2005
7025,Nashville-Davidson,United States,455651.0,1980
5359,Nagasaki,Japan,455206.0,2005
7955,Aparecida de Goiânia,Brazil,455193.0,2010
4973,Batam,Indonesia,455103.0,2000
6702,New Orleans,United States,454863.0,2005
5247,Kanazawa,Japan,454607.0,2005
5366,Oita,Japan,454424.0,2000
4510,Ghaziabad,India,454156.0,1991
2690,Kayseri,Turkey,454000.0,1994
5313,Amagasaki,Japan,453748.0,2010
1706,Cheboksary,Russia,453721.0,2010
1660,Ryazan,Russia,453267.0,1979
8747,Ciudad Guayana,Venezuela,453047.0,1990
8020,Juiz de Fora,Brazil,453002.0,2000
5559,Muntinlupa,Philippines,452943.0,2007
8430,Ribeirão Preto,Brazil,452804.0,1996
6790,St. Louis,United States,452801.0,1980
7722,Lanús,Argentina,452512.0,2001
1542,Bryansk,Russia,452160.0,1989
3705,Yantai,China,452127.0,1990
9408,Bangui,Central African Republic,451690.0,1988
4920,Al Uqsur,Egypt,451318.0,2006
2636,Eskisehir,Turkey,451000.0,1994
1671,Tver,Russia,450941.0,1989
8215,Niterói,Brazil,450129.0,1996
9444,Djibouti,Djibouti,450000.0,1989
7850,Feira de Santana,Brazil,449960.0,1996
6005,Matamoros,Mexico,449815.0,2010
5554,Parañaque,Philippines,449811.0,2000
6879,Albuquerque,United States,449807.0,2000
1749,Lipetsk,Russia,449635.0,1989
4840,Gaza,Gaza Strip,449477.0,2007
8227,São João de Meriti,Brazil,449476.0,2000
2941,Oslo,Norway,449337.0,1987
3415,Bengbu,China,449245.0,1990
2998,Göteborg,Sweden,449189.0,1995
5197,Ichikawa,Japan,448642.0,2000
2617,Diyarbakir,Turkey,448300.0,1994
8848,Constantine,Algeria,448028.0,2008
6786,Kansas City,United States,448028.0,1980
3194,Manchester,United Kingdom,447863.0,1991
4527,Warangal,India,447653.0,1991
7063,Fort Worth,United States,447619.0,1990
195,Toulouse,France,447340.0,2011
7468,Bello,Colombia,447185.0,2014
3994,Arak,Iran,446760.0,2006
2250,Antwerpen,Belgium,446525.0,2000
7353,Santiago de Cuba,Cuba,446345.0,2007
8879,Benghazi,Libya,446250.0,1984
7354,Santiago de Cuba,Cuba,446233.0,2009
3227,Leeds,United Kingdom,445795.0,2001
237,Lyon,France,445452.0,1999
5249,Kanazawa,Japan,445432.0,2012
5543,Makati,Philippines,444867.0,2000
6964,Oklahoma City,United States,444719.0,1990
6057,Veracruz,Mexico,444438.0,2005
194,Toulouse,France,444392.0,2006
5171,Utsunomiya,Japan,443808.0,2000
5360,Nagasaki,Japan,443766.0,2010
3259,Leicester,United Kingdom,443760.0,2011
2682,Kahramanmaraş,Turkey,443575.0,2012
5905,San Nicolás de los Garzas,Mexico,443273.0,2010
7511,Valledupar,Colombia,443210.0,2014
