,city,country,population,year
5777,Chilpancingo,Mexico,123475.0,1995
1058,Bern,Switzerland,123466.0,2009
2314,Zwolle,Netherlands,123440.0,2014
4664,Koksetau,Kazakhstan,123389.0,1999
616,Würzburg,Germany,123378.0,1987
408,Mataró,Spain,123367.0,2011
3565,Laohekou,China,123366.0,1990
6369,Garden Grove,United States,123307.0,1980
3054,Norrköping,Sweden,123303.0,2002
9385,Maroua,Cameroon,123296.0,1987
3547,Zhumadian,China,123232.0,1990
9478,Bishoftu,Ethiopia,123230.0,2012
457,Torrejón de Ardoz,Spain,123213.0,2011
3376,Gloucester,United Kingdom,123205.0,2001
1092,Lausanne,Switzerland,123200.0,1990
5751,Salamanca,Mexico,123190.0,1990
3275,Solihull,United Kingdom,123187.0,2011
1093,Lausanne,Switzerland,123149.0,1991
8065,Sabará,Brazil,123084.0,2010
3121,Cork,Ireland,123062.0,2002
4660,Taldykurgan,Kazakhstan,123038.0,2009
1632,Noginsk,Russia,123020.0,1989
4215,Mary,Turkmenistan,123000.0,1995
1179,Gorzów Wielkopolski,Poland,123000.0,1990
7268,Estelí,Nicaragua,122924.0,2012
7096,Laredo,United States,122899.0,1990
6072,Zacatecas,Mexico,122889.0,2005
7878,Alagoinhas,Brazil,122882.0,1996
5868,Zamora de Hidalgo,Mexico,122881.0,2000
7990,Dourados,Brazil,122856.0,1991
2222,Neftejugansk,Russia,122855.0,2010
7473,Turbo,Colombia,122780.0,2005
1057,Bern,Switzerland,122707.0,2002
8604,Botucatu,Brazil,122678.0,2010
3141,Bălţi,Moldova,122669.0,2004
6529,Stamford,United States,122643.0,2010
5915,San Pedro Garza García,Mexico,122627.0,2010
7166,Hampton,United States,122617.0,1980
8265,Teresópolis,Brazil,122614.0,1996
1846,Dimitrovgrad,Russia,122580.0,2010
8558,Itu,Brazil,122544.0,1996
1799,Kamyšin,Russia,122463.0,1989
7643,Townsville,Australia,122400.0,1996
8145,Paranaguá,Brazil,122347.0,2000
4150,Wah Cantonment,Pakistan,122335.0,1981
2819,Osmaniye,Turkey,122307.0,1990
2005,Neftekamsk,Russia,122290.0,2002
1629,Orechovo-Zujevo,Russia,122248.0,2002
2390,Maastricht,Netherlands,122243.0,2014
2388,Maastricht,Netherlands,122183.0,2004
8562,Indaiatuba,Brazil,122159.0,1996
1218,Opole,Poland,122120.0,2012
6438,Concord,United States,122110.0,2010
459,Parla,Spain,122045.0,2011
3329,Milton Keynes,United Kingdom,122041.0,2001
6437,Concord,United States,122001.0,2000
9526,Saint-Louis,Senegal,122000.0,1985
1204,Płock,Poland,122000.0,1990
8273,Queimados,Brazil,121993.0,2000
8566,Ferraz de Vasconcelos,Brazil,121992.0,1996
5914,San Pedro Garza García,Mexico,121977.0,2005
1149,Wałbrzych,Poland,121919.0,2009
7407,Santa Tecla,El Salvador,121908.0,2007
8051,Poços de Caldas,Brazil,121845.0,1996
9221,Daloa,Cote dIvoire,121842.0,1988
8337,Uruguaiana,Brazil,121825.0,1996
1941,Chasavjurt,Russia,121817.0,2002
8298,Sapucaia do Sul,Brazil,121813.0,2000
3343,Slough,United Kingdom,121811.0,1991
4259,Batumi,Georgia,121806.0,2002
7247,Chinandega,Nicaragua,121793.0,2005
7593,Cartago,Colombia,121741.0,2005
2006,Neftekamsk,Russia,121733.0,2010
6571,Hollywood,United States,121697.0,1990
8882,Misratah,Libya,121669.0,1984
7763,Mendoza,Argentina,121620.0,1991
6658,Evansville,United States,121611.0,2000
5943,Chetumal,Mexico,121602.0,2000
6513,Fort Collins,United States,121591.0,2000
2128,Ačinsk,Russia,121572.0,1989
7936,Linhares,Brazil,121567.0,2010
3735,Jiaonan,China,121397.0,1990
2369,Leiden,Netherlands,121387.0,2014
960,Pescara,Italy,121367.0,1991
1992,Nevinnomyssk,Russia,121355.0,1989
6570,Hollywood,United States,121323.0,1980
2745,Ordu,Turkey,121300.0,1994
2193,Magadan,Russia,121250.0,1979
8092,Castanhal,Brazil,121249.0,2000
1165,Włocławek,Poland,121229.0,2002
2577,Aydin,Turkey,121200.0,1994
5867,Zamora de Hidalgo,Mexico,121181.0,1995
876,Monza,Italy,121151.0,1991
6668,Cedar Rapids,United States,121135.0,2000
4245,Olmaliq,Uzbekistan,121100.0,2014
6577,Coral Springs,United States,121098.0,2010
7493,Magangué,Colombia,121085.0,2005
143,Besançon,France,121012.0,2006
1164,Włocławek,Poland,121000.0,1990
1012,Siracusa,Italy,121000.0,2001
9270,Koforidua,Ghana,120971.0,2010
3301,Watford,United Kingdom,120960.0,2001
401,Santa Coloma de Gramenet,Spain,120958.0,1991
2665,Isparta,Turkey,120900.0,1994
5912,San Pedro Garza García,Mexico,120868.0,1995
6053,Orizaba,Mexico,120844.0,2010
7310,Ciego de Ávila,Cuba,120813.0,2007
7426,Choluteca,Honduras,120791.0,2001
3874,Bushehr,Iran,120787.0,1986
6715,Lafayette,United States,120719.0,2010
1630,Orechovo-Zujevo,Russia,120670.0,2010
5495,Tuguegarao,Philippines,120645.0,2000
9474,Jimma,Ethiopia,120600.0,2007
6871,Elizabeth,United States,120599.0,2000
3548,Sanmenxia,China,120523.0,1990
2402,Tuzla,Bosnia and Herzegovina,120441.0,2013
1166,Włocławek,Poland,120369.0,2005
1754,Jelec,Russia,120261.0,1989
3333,High Wycombe,United Kingdom,120256.0,2011
8711,Puno,Peru,120229.0,2007
7495,Tunja,Colombia,120210.0,1995
7399,Ciudad Delgado,El Salvador,120200.0,2007
8355,Boa Vista,Brazil,120157.0,1991
750,Remscheid,Germany,120132.0,1987
3477,Heyuan,China,120101.0,1990
6659,Evansville,United States,120081.0,2010
6404,Santa Clarita,United States,120050.0,1990
3190,Gateshead,United Kingdom,120046.0,2011
3813,Manzhouli,China,120023.0,1990
4888,Banha,Egypt,120000.0,1986
4802,Kaesong,North Korea,120000.0,1987
1194,Tarnów,Poland,120000.0,1990
1362,Nikopol´,Ukraine,120000.0,2012
2824,Aalborg,Denmark,119996.0,2001
748,Recklinghausen,Germany,119991.0,1987
673,Wolfsburg,Germany,119984.0,2011
4987,Sukabumi,Indonesia,119981.0,1990
187,Metz,France,119962.0,2011
8006,Ribeirão das Neves,Brazil,119925.0,1991
1195,Tarnów,Poland,119913.0,2002
2787,Usak,Turkey,119900.0,1994
6682,Topeka,United States,119883.0,1990
878,Monza,Italy,119856.0,2011
8985,Zinder,Niger,119827.0,1988
7233,Puntarenas,Costa Rica,119814.0,2008
6764,Lansing,United States,119813.0,2000
5118,Al Hasakah,Syria,119798.0,1994
5059,Gorontalo,Indonesia,119780.0,1990
842,Nyíregyháza,Hungary,119746.0,2011
9115,Owerri,Nigeria,119711.0,1991
7229,Heredia,Costa Rica,119670.0,2008
2363,Dordrecht,Netherlands,119649.0,2004
5733,Colima,Mexico,119639.0,2000
3045,Örebro,Sweden,119635.0,1995
184,Metz,France,119594.0,1990
1801,Kamyšin,Russia,119565.0,2010
8970,Tessaoua,Niger,119506.0,2001
3311,Colchester,United Kingdom,119441.0,2011
7772,San Juan,Argentina,119423.0,1991
3122,Cork,Ireland,119418.0,2006
3029,Helsingborg,Sweden,119406.0,2002
404,Santa Coloma de Gramenet,Spain,119391.0,2011
7103,Pasadena,United States,119363.0,1990
7733,San Nicolás de los Arroyos,Argentina,119302.0,1991
2622,Edirne,Turkey,119298.0,2000
7488,Malambo,Colombia,119286.0,2014
527,Innsbruck,Austria,119249.0,2010
1150,Wałbrzych,Poland,119216.0,2012
1934,Derbent,Russia,119200.0,2010
1178,Zielona Góra,Poland,119182.0,2012
4260,Sokhumi,Georgia,119150.0,1989
6994,Erie,United States,119123.0,1980
8575,Pindamonhangaba,Brazil,119078.0,2000
8069,Varginha,Brazil,119061.0,2010
4153,Rahimyar Khan,Pakistan,119036.0,1981
2313,Zwolle,Netherlands,118943.0,2010
3123,Cork,Ireland,118912.0,2011
3274,Solihull,United Kingdom,118907.0,2001
8685,Huánuco,Peru,118814.0,1993
3338,Oxford,United Kingdom,118795.0,1991
841,Nyíregyháza,Hungary,118795.0,2001
2365,Dordrecht,Netherlands,118780.0,2014
6381,Moreno Valley,United States,118779.0,1990
1631,Noginsk,Russia,118750.0,1979
2129,Ačinsk,Russia,118744.0,2002
2367,Leiden,Netherlands,118702.0,2004
6681,Topeka,United States,118690.0,1980
618,Regensburg,Germany,118639.0,1987
2364,Dordrecht,Netherlands,118607.0,2010
2389,Maastricht,Netherlands,118597.0,2010
3019,Jönköping,Sweden,118581.0,2002
6051,Orizaba,Mexico,118552.0,2000
8338,Uruguaiana,Brazil,118538.0,2000
7968,Caxias,Brazil,118534.0,2010
1176,Zielona Góra,Poland,118516.0,2005
6353,San Bernardino,United States,118494.0,1980
6433,Lancaster,United States,118487.0,2000
8809,Catia La Mar,Venezuela,118466.0,2000
1013,Siracusa,Italy,118385.0,2011
8728,Georgetown,Guyana,118363.0,2012
1994,Nevinnomyssk,Russia,118360.0,2010
3894,Khomeinishahr,Iran,118348.0,1991
7970,Timon,Brazil,118332.0,1996
3400,Newport,United Kingdom,118323.0,2001
1175,Zielona Góra,Poland,118293.0,2002
1196,Tarnów,Poland,118267.0,2005
9492,Malindi,Kenya,118265.0,2009
4001,Amol,Iran,118242.0,1986
8964,Agadez,Niger,118240.0,2012
179,Perpignan,France,118238.0,2011
3188,Gateshead,United Kingdom,118212.0,1991
2743,Nigde,Turkey,118186.0,2012
8912,Nouadhibou,Mauritania,118167.0,2013
7011,Columbia,United States,118135.0,2000
524,Innsbruck,Austria,118112.0,1991
3273,Solihull,United Kingdom,118103.0,1991
7110,Beaumont,United States,118102.0,1980
7973,Codo,Brazil,118072.0,1990
6392,Pasadena,United States,118072.0,1980
3105,Reykjavik,Iceland,118061.0,2011
7693,Dunedin,New Zealand,118038.0,2001
7001,Allentown,United States,118032.0,2010
7501,Florencia,Colombia,118027.0,1995
3150,Coimbra,Portugal,118016.0,2001
6576,Coral Springs,United States,118002.0,2000
525,Innsbruck,Austria,118000.0,1994
9304,Takoradi,Ghana,117989.0,1984
2797,Zonguldak,Turkey,117975.0,1990
1619,Chimki,Russia,117974.0,1979
3215,Blackburn,United Kingdom,117963.0,2011
1615,Balašicha,Russia,117906.0,1979
959,Latina,Italy,117892.0,2011
6767,Sterling Heights,United States,117810.0,1990
2285,Brugge,Belgium,117799.0,1987
1167,Włocławek,Poland,117785.0,2009
8091,Castanhal,Brazil,117747.0,1996
7689,Hamilton,New Zealand,117747.0,2001
142,Besançon,France,117733.0,1999
291,Algeciras,Spain,117695.0,2011
1875,Novošachtinsk,Russia,117689.0,2002
9323,Morogoro,Tanzania,117601.0,1988
2290,Brugge,Belgium,117577.0,2013
1177,Zielona Góra,Poland,117557.0,2009
1633,Noginsk,Russia,117555.0,2002
7250,Masaya,Nicaragua,117523.0,1995
178,Perpignan,France,117500.0,2006
7121,Abilene,United States,117463.0,2010
2286,Brugge,Belgium,117460.0,1990
1288,Chorzów,Poland,117430.0,2002
8339,Uruguaiana,Brazil,117415.0,2010
6847,Spring Valley,United States,117390.0,2000
3856,Maragheh,Iran,117388.0,1991
2368,Leiden,Netherlands,117342.0,2010
1451,Uzhhorod,Ukraine,117317.0,2001
753,Bottrop,Germany,117311.0,2011
3079,Umeå,Sweden,117294.0,2012
6052,Orizaba,Mexico,117273.0,2005
7113,Beaumont,United States,117267.0,2010
3566,Puqi,China,117264.0,1990
6401,Sunnyvale,United States,117229.0,1990
8716,Tarapoto,Peru,117184.0,2007
962,Pescara,Italy,117166.0,2011
7592,Cartago,Colombia,117166.0,1995
7926,Cachoeiro de Itapemirim,Brazil,117119.0,1991
6528,Stamford,United States,117080.0,2000
877,Monza,Italy,117068.0,2001
7246,Chinandega,Nicaragua,117037.0,1995
1450,Uzhhorod,Ukraine,117000.0,1989
4210,Dashhowuz,Turkmenistan,117000.0,1991
1017,Sássari,Italy,116989.0,1991
2289,Brugge,Belgium,116978.0,2010
5571,Calapan,Philippines,116976.0,2007
6441,Thousand Oaks,United States,116916.0,2000
1594,Krasnogorsk,Russia,116896.0,2010
6465,Palmdale,United States,116891.0,2000
7869,Jequié,Brazil,116885.0,1991
3969,Masjed Soleyman,Iran,116883.0,1996
248,Villeurbanne,France,116872.0,1990
2127,Ačinsk,Russia,116854.0,1979
6801,Independence,United States,116830.0,2010
2609,Corum,Turkey,116810.0,1990
601,Ulm,Germany,116761.0,2011
1755,Jelec,Russia,116726.0,2002
2948,Sandvika,Norway,116677.0,2013
7528,Uribia,Colombia,116674.0,2005
6457,Vallejo,United States,116661.0,2000
9234,Man,Cote dIvoire,116657.0,1998
8932,Settat,Morocco,116570.0,2004
1452,Uzhhorod,Ukraine,116556.0,2012
8785,Acarigua,Venezuela,116551.0,1990
6828,North Las Vegas,United States,116527.0,2000
7752,Concordia,Argentina,116485.0,1991
287,Jaén,Spain,116469.0,2011
3374,Cheltenham,United Kingdom,116447.0,2011
914,Forlí,Italy,116434.0,2011
3924,Ilam,Iran,116428.0,1991
5583,Sri Jayawardhanapura Kotte,Sri Lanka,116366.0,2001
1094,Lausanne,Switzerland,116332.0,2002
6637,Springfield,United States,116315.0,2010
2287,Brugge,Belgium,116273.0,1995
126,Orléans,France,116256.0,2006
2288,Brugge,Belgium,116246.0,2000
1953,Čerkessk,Russia,116244.0,2002
160,Boulogne-Billancourt,France,116220.0,2011
8139,Guarapuava,Brazil,116210.0,1991
8571,Mogi Guaçu,Brazil,116184.0,2000
6453,El Monte,United States,116102.0,2000
9493,Machakos,Kenya,116100.0,1989
4658,Taldykurgan,Kazakhstan,116100.0,1995
1558,Murom,Russia,116075.0,2010
597,Heilbronn,Germany,116059.0,2011
7120,Abilene,United States,116028.0,2000
8651,Punta Arenas,Chile,116005.0,2002
4244,Olmaliq,Uzbekistan,116000.0,1993
4226,Jizzax,Uzbekistan,116000.0,1993
1168,Włocławek,Poland,115982.0,2012
749,Recklinghausen,Germany,115958.0,2011
6458,Vallejo,United States,115940.0,2010
2798,Zonguldak,Turkey,115900.0,1994
144,Besançon,France,115879.0,2011
671,Göttingen,Germany,115843.0,2011
9578,Xai-Xai,Mozambique,115752.0,2007
2459,Botoşani,Romania,115739.0,2007
867,Bérgamo,Italy,115655.0,1991
1496,Vorkuta,Russia,115646.0,1989
623,Fürth,Germany,115613.0,2011
9056,Uvira,Zaire,115590.0,1994
8061,Barbacena,Brazil,115568.0,2010
9257,Obuasi,Ghana,115564.0,2000
7773,San Juan,Argentina,115556.0,2001
3399,Newport,United Kingdom,115522.0,1991
7514,Quibdó,Colombia,115517.0,2014
2621,Edirne,Turkey,115500.0,1994
2476,Buzău,Romania,115494.0,2011
57,Rhodes,Greece,115490.0,2011
6611,Athens,United States,115453.0,2010
3018,Jönköping,Sweden,115429.0,1995
3180,Funchal,Portugal,115403.0,1991
8144,Paranaguá,Brazil,115394.0,1996
8186,Garanhuns,Brazil,115356.0,2010
869,Bérgamo,Italy,115349.0,2011
3850,Khoy,Iran,115343.0,1986
1197,Tarnów,Poland,115341.0,2009
56,Rhodes,Greece,115334.0,2001
4006,Babol,Iran,115320.0,1986
1289,Chorzów,Poland,115241.0,2005
8266,Teresópolis,Brazil,115198.0,2000
961,Pescara,Italy,115197.0,2001
4101,Mardan,Pakistan,115194.0,1972
5942,Chetumal,Mexico,115152.0,1995
2526,Satu Mare,Romania,115142.0,2002
2404,Zenica,Bosnia and Herzegovina,115134.0,2013
2458,Botoşani,Romania,115070.0,2002
6641,Peoria,United States,115021.0,2010
840,Nyíregyháza,Hungary,115000.0,1992
4232,Navoiy,Uzbekistan,115000.0,1993
8895,Kati,Mali,114983.0,2009
9436,Juba,South Sudan,114980.0,1993
4537,Alor Setar,Malaysia,114949.0,2000
1735,Staryj Oskol,Russia,114946.0,1979
7124,Waco,United States,114898.0,2000
8402,Hortolândia,Brazil,114885.0,1996
9341,Singida,Tanzania,114853.0,2002
5494,San Fernando,Philippines,114813.0,2007
7543,San Andres de Tumaco,Colombia,114802.0,1995
1709,Novočeboksarsk,Russia,114760.0,1989
670,Göttingen,Germany,114698.0,1987
1640,Sergijev Posad,Russia,114696.0,1989
2409,Bijeljina,Bosnia and Herzegovina,114663.0,2013
5826,Buenavista,Mexico,114653.0,1990
752,Bottrop,Germany,114640.0,1987
6772,Ann Arbor,United States,114638.0,2000
379,Tarragona,Spain,114630.0,1994
3798,Qinzhou,China,114586.0,1990
6278,Gilbert,United States,114567.0,2000
8570,Mogi Guaçu,Brazil,114555.0,1996
8383,Itajaí,Brazil,114555.0,1991
8855,Bejaïa,Algeria,114534.0,1987
5080,Ba'qubah,Iraq,114516.0,1987
6412,Hayward,United States,114498.0,1990
7154,Chesapeake,United States,114486.0,1980
8819,Santo Domingo de los Colorados,Ecuador,114422.0,1990
1996,Kislovodsk,Russia,114414.0,1989
599,Pforzheim,Germany,114411.0,2011
6050,Orizaba,Mexico,114341.0,1995
3028,Helsingborg,Sweden,114339.0,1995
7350,Sancti Spíritus,Cuba,114324.0,2009
7111,Beaumont,United States,114323.0,1990
8262,Angra dos Reis,Brazil,114300.0,2000
6765,Lansing,United States,114297.0,2010
8897,Mopti,Mali,114296.0,2009
1555,Murom,Russia,114270.0,1979
3504,Renqiu,China,114256.0,1990
5498,Cauayan,Philippines,114254.0,2007
3285,Telford,United Kingdom,114251.0,1991
2703,Kirsehir,Turkey,114244.0,2012
375,Lleida,Spain,114234.0,1994
6049,Orizaba,Mexico,114216.0,1990
4296,Savar,Bangladesh,114200.0,1991
884,Trento,Italy,114198.0,2011
127,Orléans,France,114185.0,2011
8864,Tougourt,Algeria,114183.0,1998
4731,Rudniy,Kazakhstan,114170.0,2014
9301,Sekondi,Ghana,114157.0,2000
839,Nyíregyháza,Hungary,114152.0,1990
6416,Fullerton,United States,114144.0,1990
8150,Apucarana,Brazil,114098.0,2010
8574,Pindamonhangaba,Brazil,114092.0,1996
8340,Bagé,Brazil,114091.0,1996
3078,Umeå,Sweden,114075.0,2009
3788,Yuyao,China,114056.0,1990
8858,Mostaganem,Algeria,114037.0,1987
3799,Guixian,China,114025.0,1990
3375,Gloucester,United Kingdom,114003.0,1991
3146,Braga,Portugal,114003.0,2001
7642,Townsville,Australia,114000.0,1990
8297,Sapucaia do Sul,Brazil,113992.0,1996
109,Caen,France,113987.0,1999
3487,Kaili,China,113958.0,1990
6071,Zacatecas,Mexico,113947.0,2000
6773,Ann Arbor,United States,113946.0,2010
2971,Stavanger,Norway,113932.0,2005
2803,Karabük,Turkey,113900.0,1994
2823,Aalborg,Denmark,113865.0,1987
141,Besançon,France,113828.0,1990
6507,Lakewood,United States,113808.0,1980
6175,Thunder Bay,Canada,113746.0,1991
7406,Santa Tecla,El Salvador,113698.0,1992
2527,Satu Mare,Romania,113688.0,2007
7112,Beaumont,United States,113658.0,2000
1641,Sergijev Posad,Russia,113581.0,2002
7884,Barreiras,Brazil,113544.0,1996
3365,Exeter,United Kingdom,113507.0,2011
6639,Peoria,United States,113504.0,1990
6454,El Monte,United States,113475.0,2010
2247,Anderlecht,Belgium,113462.0,2013
6800,Independence,United States,113457.0,2000
655,Offenbach am Main,Germany,113443.0,2011
8178,Vitória de Santo Antão,Brazil,113429.0,2010
526,Innsbruck,Austria,113392.0,2001
6408,Santa Rosa,United States,113313.0,1990
3693,Yanan,China,113277.0,1990
110,Caen,France,113249.0,2006
6,Durrës,Albania,113249.0,2011
1198,Tarnów,Poland,113188.0,2012
2406,Mostar,Bosnia and Herzegovina,113169.0,2013
4969,Pangkal Pinang,Indonesia,113163.0,1990
1290,Chorzów,Poland,113162.0,2009
2732,Kızıltepe,Turkey,113143.0,2000
380,Tarragona,Spain,113129.0,2001
125,Orléans,France,113126.0,1999
2779,Tokat,Turkey,113100.0,2000
3300,Watford,United Kingdom,113080.0,1991
8608,Ribeirão Pires,Brazil,113068.0,2010
7971,Timon,Brazil,113066.0,2000
1952,Čerkessk,Russia,113060.0,1989
7982,Rondonópolis,Brazil,113032.0,1991
3104,Reykjavik,Iceland,113022.0,2005
5911,San Pedro Garza García,Mexico,113017.0,1990
1174,Zielona Góra,Poland,113000.0,1990
403,Santa Coloma de Gramenet,Spain,112992.0,2001
1822,Novokujbyševsk,Russia,112987.0,1989
1823,Novokujbyševsk,Russia,112973.0,2002
8246,Macaé,Brazil,112966.0,1996
6640,Peoria,United States,112964.0,2000
1018,Sássari,Italy,112959.0,2001
3038,Lund,Sweden,112950.0,2012
7647,Cairns,Australia,112932.0,2001
1637,Ščëlkovo,Russia,112865.0,2002
108,Caen,France,112846.0,1990
378,Tarragona,Spain,112795.0,1991
2947,Sandvika,Norway,112789.0,2011
285,Jaén,Spain,112772.0,1994
8064,Sabará,Brazil,112694.0,2000
8055,Patos de Minas,Brazil,112690.0,1996
9401,Bafoussam,Cameroon,112681.0,1987
3800,Beihai,China,112673.0,1990
3425,Xuancheng,China,112673.0,1990
6978,Eugene,United States,112669.0,1990
3189,Gateshead,United Kingdom,112599.0,2001
286,Jaén,Spain,112590.0,2001
7349,Sancti Spíritus,Cuba,112570.0,2007
5038,Palangkaraya,Indonesia,112562.0,1990
7102,Pasadena,United States,112560.0,1980
2746,Ordu,Turkey,112525.0,2000
6636,Springfield,United States,112514.0,2000
6473,Berkeley,United States,112497.0,2010
42,Ioannina,Greece,112486.0,2011
8937,Nador,Morocco,112450.0,1994
7879,Alagoinhas,Brazil,112440.0,2000
4081,Bojnurd,Iran,112426.0,1991
3505,Quzhou,China,112373.0,1990
1044,Maribor,Slovenia,112364.0,2010
3181,Funchal,Portugal,112362.0,2001
8808,Catia La Mar,Venezuela,112343.0,1992
6799,Independence,United States,112301.0,1990
7487,Malambo,Colombia,112289.0,1995
6449,Inglewood,United States,112276.0,2000
98,Mulhouse,France,112260.0,2006
9455,Gondar,Ethiopia,112249.0,1994
9598,Tete,Mozambique,112221.0,1991
374,Lleida,Spain,112207.0,1991
376,Lleida,Spain,112199.0,2001
8579,Itapetininga,Brazil,112137.0,2000
2664,Isparta,Turkey,112117.0,1990
7267,Estelí,Nicaragua,112084.0,2005
6048,Minatitlán,Mexico,112046.0,2010
4594,Nakhon Si Thammarat,Thailand,112000.0,1990
8111,São José dos Pinhais,Brazil,111952.0,1991
8600,Catanduva,Brazil,111914.0,2010
8578,Itapetininga,Brazil,111909.0,1996
1855,Batajsk,Russia,111843.0,2010
6798,Independence,United States,111797.0,1980
6678,Overland Park,United States,111790.0,1990
1753,Jelec,Russia,111773.0,1979
3437,Yongan,China,111762.0,1990
8176,Vitória de Santo Antão,Brazil,111575.0,1996
1798,Kamyšin,Russia,111565.0,1979
148,Rouen,France,111553.0,2011
893,Vicenza,Italy,111500.0,2011
6714,Lafayette,United States,111445.0,2000
9140,Ikire,Nigeria,111435.0,1991
804,Kecskemét,Hungary,111411.0,2011
654,Offenbach am Main,Germany,111386.0,1987
1045,Maribor,Slovenia,111374.0,2013
6124,Vaughan,Canada,111359.0,1991
6436,Concord,United States,111348.0,1990
2544,Râmnicu Vâlcea,Romania,111342.0,2007
6461,Simi Valley,United States,111333.0,2000
8056,Patos de Minas,Brazil,111333.0,2000
1291,Chorzów,Poland,111314.0,2012
159,Boulogne-Billancourt,France,111280.0,2006
4062,Gonbad-e-Kavus,Iran,111253.0,1996
9129,Bida,Nigeria,111245.0,1991
8180,Camaragibe,Brazil,111190.0,1996
7171,Alexandria,United States,111183.0,1990
1642,Sergijev Posad,Russia,111179.0,2010
2607,Canakkale,Turkey,111137.0,2012
8583,Bragança Paulista,Brazil,111091.0,2000
1876,Novošachtinsk,Russia,111075.0,2010
674,Salzgitter,Germany,111069.0,1987
5732,Colima,Mexico,110997.0,1995
596,Heilbronn,Germany,110970.0,1987
2312,Zwolle,Netherlands,110880.0,2004
7010,Columbia,United States,110734.0,1990
7764,Mendoza,Argentina,110716.0,2001
746,Paderborn,Germany,110715.0,1987
751,Remscheid,Germany,110708.0,2011
868,Bérgamo,Italy,110691.0,2001
6420,Orange,United States,110658.0,1990
1589,Železnodorožnyj,Russia,110622.0,2002
2228,Nojabr'sk,Russia,110620.0,2010
5606,Taitung,Taiwan,110559.0,2006
1492,Ukhta,Russia,110548.0,1989
2805,Karabük,Turkey,110537.0,2012
3299,Chelmsford,United Kingdom,110507.0,2011
2284,Namur,Belgium,110500.0,2013
3332,High Wycombe,United Kingdom,110473.0,2001
9468,Harar,Ethiopia,110457.0,2012
1638,Ščëlkovo,Russia,110411.0,2010
1901,Sarapul,Russia,110381.0,1989
6533,Waterbury,United States,110366.0,2010
8610,Itapecerica da Serra,Brazil,110362.0,1996
97,Mulhouse,France,110359.0,1999
99,Mulhouse,France,110351.0,2011
462,Alcobendas,Spain,110351.0,2011
8787,Guanare,Venezuela,110342.0,1992
6397,Irvine,United States,110330.0,1990
3373,Cheltenham,United Kingdom,110320.0,2001
147,Rouen,France,110276.0,2006
8135,Colombo,Brazil,110273.0,1991
5881,Cuautla Morelos,Mexico,110242.0,1990
8184,Garanhuns,Brazil,110190.0,1996
9397,Bamenda,Cameroon,110142.0,1987
7774,San Luis,Argentina,110136.0,1991
8049,Teófilo Otoni,Brazil,110076.0,2010
3584,Zixing,China,110048.0,1990
8689,Chincha Alta,Peru,110016.0,1993
8967,Maradi,Niger,110005.0,1988
6870,Elizabeth,United States,110002.0,1990
7626,Sunshine Coast,Australia,110000.0,1990
7810,Sucre,Bolivia,110000.0,1987
7087,Irving,United States,109943.0,1980
6481,Costa Mesa,United States,109935.0,2010
2113,Kyzyl,Russia,109918.0,2010
3288,Cambridge,United Kingdom,109912.0,1991
1987,P'atigorsk,Russia,109901.0,1979
7735,San Fernando del Valle de Catamarca,Argentina,109882.0,1991
7398,Ciudad Delgado,El Salvador,109863.0,1992
8582,Bragança Paulista,Brazil,109863.0,1996
3243,Doncaster,United Kingdom,109805.0,2011
603,Reutlingen,Germany,109799.0,2011
6047,Minatitlán,Mexico,109791.0,2005
8155,Cabo de Santo Agostinho,Brazil,109763.0,1991
5866,Zamora de Hidalgo,Mexico,109751.0,1990
3244,Rotherham,United Kingdom,109691.0,2011
6450,Inglewood,United States,109673.0,2010
4729,Rudniy,Kazakhstan,109659.0,2009
6448,Inglewood,United States,109602.0,1990
6771,Ann Arbor,United States,109592.0,1990
1780,Al'metjevsk,Russia,109579.0,1979
9106,Sapele,Nigeria,109576.0,1991
5599,Hualien,Taiwan,109573.0,2006
6852,Manchester,United States,109571.0,2010
3621,Liyang,China,109520.0,1990
7807,Montero,Bolivia,109518.0,2012
4728,Rudniy,Kazakhstan,109515.0,1999
1322,Kalisz,Poland,109498.0,2002
1894,Okt'abr'skij,Russia,109474.0,2010
2283,Namur,Belgium,109464.0,2010
9239,Korhogo,Cote dIvoire,109445.0,1988
1728,Arzamas,Russia,109432.0,2002
9054,Butembo,Zaire,109406.0,1994
6480,Costa Mesa,United States,109371.0,2000
4316,Sylhet,Bangladesh,109357.0,1991
4011,Qaemshahr,Iran,109288.0,1986
3622,Yizheng,China,109268.0,1990
3103,Reykjavik,Iceland,109268.0,2000
9565,Fianarantsoa,Madagascar,109260.0,1993
3948,Neyshabur,Iran,109258.0,1986
7475,Envigado,Colombia,109240.0,1995
3445,Yumen,China,109234.0,1990
912,Forlí,Italy,109228.0,1991
1636,Ščëlkovo,Russia,109225.0,1989
6588,Clearwater,United States,109221.0,2000
6456,Vallejo,United States,109199.0,1990
6046,Minatitlán,Mexico,109193.0,2000
950,Terni,Italy,109193.0,2011
5605,Taitung,Taiwan,109189.0,1995
3348,Eastbourne,United Kingdom,109185.0,2011
1335,Koszalin,Poland,109183.0,2012
7401,Apopa,El Salvador,109179.0,1992
2130,Ačinsk,Russia,109155.0,2010
3037,Lund,Sweden,109147.0,2009
6177,Thunder Bay,Canada,109140.0,2006
8286,Parnamirim,Brazil,109139.0,2000
6274,Peoria,United States,109123.0,2000
